,weight,height,label,predict
2525,0.48,0.905,thin,thin
2526,0.68,0.7,fat,fat
2527,0.4,0.95,thin,thin
2528,0.36,0.78,thin,thin
2529,0.41,0.67,normal,normal
2530,0.74,0.915,normal,normal
2531,0.77,0.835,fat,fat
2532,0.69,0.82,fat,fat
2533,0.62,0.84,normal,normal
2534,0.44,0.745,normal,normal
2535,0.49,0.71,normal,normal
2536,0.79,0.825,fat,fat
2537,0.73,0.895,normal,normal
2538,0.77,0.655,fat,fat
2539,0.61,0.74,fat,fat
2540,0.42,1.0,thin,thin
2541,0.42,0.635,fat,fat
2542,0.67,0.885,normal,normal
2543,0.47,0.965,thin,thin
2544,0.45,0.905,thin,thin
2545,0.79,0.99,normal,normal
2546,0.37,0.685,normal,normal
2547,0.66,0.745,fat,fat
2548,0.49,0.6,fat,fat
2549,0.79,0.99,normal,normal
2550,0.53,0.96,thin,thin
2551,0.62,0.695,fat,fat
2552,0.73,0.755,fat,fat
2553,0.38,0.69,normal,normal
2554,0.38,0.91,thin,thin
2555,0.76,0.63,fat,fat
2556,0.44,0.96,thin,thin
2557,0.51,0.62,fat,fat
2558,0.78,0.925,normal,normal
2559,0.35,0.99,thin,thin
2560,0.4,0.615,fat,fat
2561,0.38,0.645,normal,normal
2562,0.56,0.755,normal,normal
2563,0.77,0.93,normal,normal
2564,0.62,0.85,normal,normal
2565,0.41,0.915,thin,thin
2566,0.7,0.855,normal,normal
2567,0.5,0.67,fat,fat
2568,0.52,0.88,thin,thin
2569,0.67,0.65,fat,fat
2570,0.63,0.885,normal,normal
2571,0.41,0.745,thin,thin
2572,0.53,0.87,thin,thin
2573,0.43,0.865,thin,thin
2574,0.66,0.775,fat,fat
2575,0.54,0.65,fat,fat
2576,0.41,0.765,thin,thin
2577,0.68,0.98,thin,thin
2578,0.8,0.8,fat,fat
2579,0.49,0.945,thin,thin
2580,0.58,0.685,fat,fat
2581,0.48,0.805,normal,thin
2582,0.42,0.62,fat,fat
2583,0.52,0.75,normal,normal
2584,0.53,0.655,fat,fat
2585,0.51,0.68,fat,fat
2586,0.62,0.805,normal,normal
2587,0.77,0.62,fat,fat
2588,0.37,0.86,thin,thin
2589,0.59,0.715,fat,fat
2590,0.42,0.685,normal,normal
2591,0.75,0.865,fat,fat
2592,0.58,0.77,normal,normal
2593,0.53,0.95,thin,thin
2594,0.53,0.895,thin,thin
2595,0.58,0.89,thin,thin
2596,0.8,0.745,fat,fat
2597,0.5,0.87,thin,thin
2598,0.6,0.76,fat,fat
2599,0.53,0.69,fat,fat
2600,0.75,0.95,normal,normal
2601,0.45,0.97,thin,thin
2602,0.66,0.95,thin,normal
2603,0.66,0.71,fat,fat
2604,0.56,0.705,fat,fat
2605,0.69,0.945,normal,normal
2606,0.69,0.655,fat,fat
2607,0.55,0.79,normal,normal
2608,0.7,0.765,fat,fat
2609,0.76,0.84,fat,fat
2610,0.77,0.79,fat,fat
2611,0.45,0.79,thin,thin
2612,0.8,0.715,fat,fat
2613,0.67,0.69,fat,fat
2614,0.67,0.6,fat,fat
2615,0.58,0.64,fat,fat
2616,0.51,0.67,fat,fat
2617,0.36,0.65,normal,normal
2618,0.55,0.74,fat,normal
2619,0.78,0.73,fat,fat
2620,0.62,0.75,fat,fat
2621,0.42,0.82,thin,thin
2622,0.37,0.82,thin,thin
2623,0.41,0.91,thin,thin
2624,0.39,0.635,normal,normal
2625,0.44,0.825,thin,thin
2626,0.66,0.98,thin,thin
2627,0.66,0.6,fat,fat
2628,0.69,0.805,fat,fat
2629,0.78,0.725,fat,fat
2630,0.58,0.74,fat,fat
2631,0.61,0.605,fat,fat
2632,0.48,0.86,thin,thin
2633,0.52,0.615,fat,fat
2634,0.71,0.95,normal,normal
2635,0.77,0.975,normal,normal
2636,0.75,0.8,fat,fat
2637,0.76,0.965,normal,normal
2638,0.59,0.885,normal,normal
2639,0.51,0.65,fat,fat
2640,0.78,0.93,normal,normal
2641,0.44,0.765,normal,normal
2642,0.78,0.95,normal,normal
2643,0.38,0.89,thin,thin
2644,0.53,0.805,normal,normal
2645,0.37,0.795,thin,thin
2646,0.38,0.69,normal,normal
2647,0.77,0.98,normal,normal
2648,0.75,0.93,normal,normal
2649,0.4,0.875,thin,thin
2650,0.56,0.79,normal,normal
2651,0.56,0.925,thin,thin
2652,0.46,0.97,thin,thin
2653,0.62,0.635,fat,fat
2654,0.7,0.865,normal,normal
2655,0.49,0.75,normal,normal
2656,0.71,0.68,fat,fat
2657,0.75,0.71,fat,fat
2658,0.72,0.9,normal,normal
2659,0.44,0.765,normal,normal
2660,0.68,0.82,fat,fat
2661,0.61,0.79,normal,normal
2662,0.48,0.85,thin,thin
2663,0.37,0.84,thin,thin
2664,0.67,0.61,fat,fat
2665,0.46,0.98,thin,thin
2666,0.68,0.76,fat,fat
2667,0.71,0.695,fat,fat
2668,0.42,0.61,fat,fat
2669,0.73,0.76,fat,fat
2670,0.51,0.8,normal,normal
2671,0.41,0.66,normal,normal
2672,0.42,0.915,thin,thin
2673,0.67,0.745,fat,fat
2674,0.63,0.955,thin,thin
2675,0.71,0.69,fat,fat
2676,0.39,0.79,thin,thin
2677,0.63,0.73,fat,fat
2678,0.76,0.675,fat,fat
2679,0.44,0.63,fat,fat
2680,0.5,0.72,normal,normal
2681,0.78,0.965,normal,normal
2682,0.75,0.705,fat,fat
2683,0.46,0.815,thin,thin
2684,0.44,0.795,thin,thin
2685,0.4,0.96,thin,thin
2686,0.56,0.675,fat,fat
2687,0.45,0.765,normal,normal
2688,0.61,0.845,normal,normal
2689,0.38,0.95,thin,thin
2690,0.52,0.815,normal,normal
2691,0.63,0.66,fat,fat
2692,0.65,0.67,fat,fat
2693,0.53,0.825,normal,normal
2694,0.61,0.95,thin,thin
2695,0.56,0.79,normal,normal
2696,0.77,0.79,fat,fat
2697,0.36,0.87,thin,thin
2698,0.48,0.6,fat,fat
2699,0.44,0.955,thin,thin
2700,0.52,0.955,thin,thin
2701,0.55,0.91,thin,thin
2702,0.47,0.72,normal,normal
2703,0.7,0.845,normal,normal
2704,0.76,0.69,fat,fat
2705,0.64,0.835,normal,normal
2706,0.66,0.92,normal,normal
2707,0.35,0.68,normal,normal
2708,0.44,0.865,thin,thin
2709,0.56,0.765,normal,normal
2710,0.4,0.87,thin,thin
2711,0.47,0.93,thin,thin
2712,0.45,0.915,thin,thin
2713,0.74,0.68,fat,fat
2714,0.42,0.885,thin,thin
2715,0.64,0.725,fat,fat
2716,0.65,0.69,fat,fat
2717,0.52,0.85,thin,thin
2718,0.63,0.88,normal,normal
2719,0.75,0.685,fat,fat
2720,0.67,0.635,fat,fat
2721,0.65,0.735,fat,fat
2722,0.45,0.965,thin,thin
2723,0.58,0.935,thin,thin
2724,0.37,0.88,thin,thin
2725,0.53,0.715,fat,fat
2726,0.45,0.75,normal,normal
2727,0.71,0.86,normal,normal
2728,0.61,0.805,normal,normal
2729,0.72,0.945,normal,normal
2730,0.76,0.785,fat,fat
2731,0.62,0.985,thin,thin
2732,0.63,0.765,fat,fat
2733,0.4,0.895,thin,thin
2734,0.55,0.715,fat,fat
2735,0.52,0.98,thin,thin
2736,0.48,0.825,thin,thin
2737,0.64,0.925,normal,normal
2738,0.38,0.625,normal,normal
2739,0.46,0.845,thin,thin
2740,0.41,0.97,thin,thin
2741,0.52,0.955,thin,thin
2742,0.68,0.88,normal,normal
2743,0.44,0.96,thin,thin
2744,0.61,0.895,normal,normal
2745,0.57,0.825,normal,normal
2746,0.4,0.69,normal,normal
2747,0.38,0.62,normal,normal
2748,0.57,0.905,thin,thin
2749,0.67,0.945,normal,normal
2750,0.78,0.84,fat,fat
2751,0.4,1.0,thin,thin
2752,0.72,0.6,fat,fat
2753,0.57,0.675,fat,fat
2754,0.7,0.685,fat,fat
2755,0.52,0.94,thin,thin
2756,0.47,0.78,normal,normal
2757,0.47,0.755,normal,normal
2758,0.61,0.89,normal,normal
2759,0.75,0.905,normal,normal
2760,0.69,0.78,fat,fat
2761,0.7,0.925,normal,normal
2762,0.8,0.665,fat,fat
2763,0.51,0.775,normal,normal
2764,0.46,0.6,fat,fat
2765,0.74,0.98,normal,normal
2766,0.38,0.61,fat,fat
2767,0.77,0.91,normal,normal
2768,0.79,0.61,fat,fat
2769,0.62,0.68,fat,fat
2770,0.73,0.65,fat,fat
2771,0.52,0.74,normal,normal
2772,0.41,0.815,thin,thin
2773,0.49,0.815,thin,thin
2774,0.69,0.775,fat,fat
2775,0.47,0.65,fat,fat
2776,0.58,0.75,fat,fat
2777,0.53,0.915,thin,thin
2778,0.35,0.64,normal,normal
2779,0.72,0.91,normal,normal
2780,0.65,0.975,thin,thin
2781,0.69,1.0,thin,thin
2782,0.72,0.745,fat,fat
2783,0.43,0.85,thin,thin
2784,0.75,0.675,fat,fat
2785,0.71,0.73,fat,fat
2786,0.49,0.645,fat,fat
2787,0.55,0.77,normal,normal
2788,0.76,0.87,fat,fat
2789,0.42,0.77,thin,thin
2790,0.55,0.965,thin,thin
2791,0.61,0.86,normal,normal
2792,0.8,0.87,fat,fat
2793,0.49,0.705,normal,normal
2794,0.78,0.78,fat,fat
2795,0.58,0.73,fat,fat
2796,0.36,0.87,thin,thin
2797,0.45,0.87,thin,thin
2798,0.67,0.84,normal,normal
2799,0.8,0.975,normal,normal
2800,0.51,0.925,thin,thin
2801,0.57,0.935,thin,thin
2802,0.61,0.705,fat,fat
2803,0.63,0.94,thin,thin
2804,0.49,0.705,normal,normal
2805,0.68,0.665,fat,fat
2806,0.66,0.635,fat,fat
2807,0.58,0.61,fat,fat
2808,0.66,0.82,normal,normal
2809,0.6,0.695,fat,fat
2810,0.44,0.98,thin,thin
2811,0.35,0.795,thin,thin
2812,0.67,0.605,fat,fat
2813,0.6,0.84,normal,normal
2814,0.46,0.895,thin,thin
2815,0.37,0.725,thin,thin
2816,0.65,0.88,normal,normal
2817,0.64,0.92,normal,normal
2818,0.44,0.61,fat,fat
2819,0.76,0.675,fat,fat
2820,0.51,0.635,fat,fat
2821,0.65,0.76,fat,fat
2822,0.57,0.935,thin,thin
2823,0.61,0.985,thin,thin
2824,0.75,0.84,fat,fat
2825,0.5,0.74,normal,normal
2826,0.51,0.885,thin,thin
2827,0.49,0.72,normal,normal
2828,0.68,1.0,thin,thin
2829,0.75,0.895,normal,normal
2830,0.65,0.97,thin,thin
2831,0.43,0.77,thin,thin
2832,0.72,0.695,fat,fat
2833,0.37,0.64,normal,normal
2834,0.49,1.0,thin,thin
2835,0.6,0.665,fat,fat
2836,0.53,0.845,normal,thin
2837,0.69,0.925,normal,normal
2838,0.4,0.81,thin,thin
2839,0.53,0.655,fat,fat
2840,0.43,0.835,thin,thin
2841,0.6,0.975,thin,thin
2842,0.7,0.76,fat,fat
2843,0.58,0.825,normal,normal
2844,0.35,0.625,normal,normal
2845,0.63,0.975,thin,thin
2846,0.45,0.72,normal,normal
2847,0.77,0.71,fat,fat
2848,0.68,0.78,fat,fat
2849,0.35,0.915,thin,thin
2850,0.7,0.84,normal,normal
2851,0.79,0.62,fat,fat
2852,0.75,0.855,fat,fat
2853,0.75,0.82,fat,fat
2854,0.47,0.91,thin,thin
2855,0.37,0.68,normal,normal
2856,0.36,0.8,thin,thin
2857,0.4,0.665,normal,normal
2858,0.74,0.935,normal,normal
2859,0.59,0.99,thin,thin
2860,0.61,0.605,fat,fat
2861,0.4,0.82,thin,thin
2862,0.42,0.6,fat,fat
2863,0.54,0.965,thin,thin
2864,0.7,0.615,fat,fat
2865,0.65,0.635,fat,fat
2866,0.48,0.805,normal,thin
2867,0.74,0.735,fat,fat
2868,0.58,0.91,thin,thin
2869,0.5,0.68,fat,fat
2870,0.53,0.825,normal,normal
2871,0.68,0.905,normal,normal
2872,0.64,0.745,fat,fat
2873,0.6,0.695,fat,fat
2874,0.57,0.915,thin,thin
2875,0.48,0.86,thin,thin
2876,0.42,0.755,thin,thin
2877,0.75,0.845,fat,fat
2878,0.74,0.9,normal,normal
2879,0.8,0.735,fat,fat
2880,0.63,0.69,fat,fat
2881,0.79,0.965,normal,normal
2882,0.59,0.65,fat,fat
2883,0.55,0.96,thin,thin
2884,0.69,0.925,normal,normal
2885,0.79,0.91,normal,normal
2886,0.52,0.785,normal,normal
2887,0.59,0.895,thin,thin
2888,0.76,0.745,fat,fat
2889,0.61,0.805,normal,normal
2890,0.64,0.875,normal,normal
2891,0.76,0.795,fat,fat
2892,0.69,0.67,fat,fat
2893,0.61,0.99,thin,thin
2894,0.58,0.81,normal,normal
2895,0.35,0.93,thin,thin
2896,0.8,1.0,normal,normal
2897,0.61,0.84,normal,normal
2898,0.36,0.62,normal,normal
2899,0.37,0.6,fat,fat
2900,0.44,0.665,normal,normal
2901,0.42,0.76,thin,thin
2902,0.77,0.775,fat,fat
2903,0.71,0.84,fat,fat
2904,0.47,0.96,thin,thin
2905,0.42,0.715,normal,normal
2906,0.4,0.86,thin,thin
2907,0.54,0.87,thin,thin
2908,0.66,0.655,fat,fat
2909,0.73,0.79,fat,fat
2910,0.7,0.82,fat,fat
2911,0.38,0.69,normal,normal
2912,0.56,0.62,fat,fat
2913,0.59,0.74,fat,fat
2914,0.66,0.975,thin,thin
2915,0.39,0.675,normal,normal
2916,0.37,0.8,thin,thin
2917,0.41,0.6,fat,fat
2918,0.78,0.8,fat,fat
2919,0.58,0.73,fat,fat
2920,0.58,0.855,normal,normal
2921,0.44,0.61,fat,fat
2922,0.57,0.955,thin,thin
2923,0.61,0.75,fat,fat
2924,0.73,0.905,normal,normal
2925,0.67,0.86,normal,normal
2926,0.56,0.65,fat,fat
2927,0.65,0.755,fat,fat
2928,0.47,0.6,fat,fat
2929,0.74,0.86,fat,fat
2930,0.69,0.815,fat,fat
2931,0.47,0.67,fat,fat
2932,0.7,0.92,normal,normal
2933,0.41,0.995,thin,thin
2934,0.4,0.71,normal,normal
2935,0.45,0.665,fat,fat
2936,0.39,0.92,thin,thin
2937,0.72,0.725,fat,fat
2938,0.55,0.74,fat,normal
2939,0.56,0.82,normal,normal
2940,0.49,0.99,thin,thin
2941,0.67,0.78,fat,fat
2942,0.4,0.905,thin,thin
2943,0.57,0.775,normal,normal
2944,0.8,0.88,fat,fat
2945,0.45,0.885,thin,thin
2946,0.67,0.935,normal,normal
2947,0.71,0.94,normal,normal
2948,0.7,0.81,fat,fat
2949,0.39,0.88,thin,thin
2950,0.52,0.83,normal,normal
2951,0.62,0.705,fat,fat
2952,0.57,0.64,fat,fat
2953,0.78,0.67,fat,fat
2954,0.44,0.655,fat,fat
2955,0.67,0.615,fat,fat
2956,0.35,0.685,normal,normal
2957,0.4,0.82,thin,thin
2958,0.52,0.81,normal,normal
2959,0.37,1.0,thin,thin
2960,0.54,0.625,fat,fat
2961,0.46,0.77,normal,normal
2962,0.66,0.795,fat,fat
2963,0.49,0.675,fat,fat
2964,0.57,0.635,fat,fat
2965,0.53,0.75,normal,normal
2966,0.69,0.975,thin,normal
2967,0.46,0.97,thin,thin
2968,0.42,0.685,normal,normal
2969,0.74,0.825,fat,fat
2970,0.45,0.905,thin,thin
2971,0.7,0.7,fat,fat
2972,0.55,0.93,thin,thin
2973,0.4,0.745,thin,thin
2974,0.41,0.835,thin,thin
2975,0.35,0.69,thin,normal
2976,0.37,0.805,thin,thin
2977,0.51,0.635,fat,fat
2978,0.38,0.675,normal,normal
2979,0.61,0.81,normal,normal
2980,0.76,0.645,fat,fat
2981,0.46,0.64,fat,fat
2982,0.51,0.99,thin,thin
2983,0.52,0.67,fat,fat
2984,0.49,0.75,normal,normal
2985,0.79,0.63,fat,fat
2986,0.47,0.69,normal,normal
2987,0.57,0.935,thin,thin
2988,0.77,0.885,normal,normal
2989,0.4,0.62,fat,fat
2990,0.51,0.97,thin,thin
2991,0.47,0.705,normal,normal
2992,0.36,0.635,normal,normal
2993,0.48,0.825,thin,thin
2994,0.69,0.89,normal,normal
2995,0.66,0.765,fat,fat
2996,0.45,0.72,normal,normal
2997,0.58,0.61,fat,fat
2998,0.43,0.97,thin,thin
2999,0.59,0.915,thin,thin
3000,0.51,0.76,normal,normal
3001,0.4,0.905,thin,thin
3002,0.64,0.89,normal,normal
3003,0.4,0.67,normal,normal
3004,0.52,0.775,normal,normal
3005,0.62,0.67,fat,fat
3006,0.4,0.86,thin,thin
3007,0.36,0.77,thin,thin
3008,0.7,0.87,normal,normal
3009,0.61,0.84,normal,normal
3010,0.71,0.825,fat,fat
3011,0.64,0.83,normal,normal
3012,0.39,0.955,thin,thin
3013,0.71,0.74,fat,fat
3014,0.58,0.98,thin,thin
3015,0.51,0.795,normal,normal
3016,0.62,0.675,fat,fat
3017,0.61,0.935,thin,thin
3018,0.4,0.72,normal,normal
3019,0.47,0.72,normal,normal
3020,0.62,0.975,thin,thin
3021,0.35,0.63,normal,normal
3022,0.58,0.965,thin,thin
3023,0.51,0.94,thin,thin
3024,0.35,0.785,thin,thin
3025,0.58,0.98,thin,thin
3026,0.47,0.66,fat,fat
3027,0.54,0.895,thin,thin
3028,0.62,0.89,normal,normal
3029,0.76,0.63,fat,fat
3030,0.48,0.6,fat,fat
3031,0.78,0.985,normal,normal
3032,0.64,0.77,fat,fat
3033,0.41,0.775,thin,thin
3034,0.38,0.67,normal,normal
3035,0.45,0.795,thin,thin
3036,0.71,0.805,fat,fat
3037,0.68,0.84,normal,normal
3038,0.51,0.7,fat,fat
3039,0.36,0.765,thin,thin
3040,0.73,0.75,fat,fat
3041,0.37,0.83,thin,thin
3042,0.37,0.635,normal,normal
3043,0.38,0.99,thin,thin
3044,0.37,0.925,thin,thin
3045,0.8,0.665,fat,fat
3046,0.43,0.985,thin,thin
3047,0.69,0.91,normal,normal
3048,0.45,0.785,thin,thin
3049,0.76,0.91,normal,normal
3050,0.72,0.78,fat,fat
3051,0.77,0.82,fat,fat
3052,0.37,0.885,thin,thin
3053,0.46,0.815,thin,thin
3054,0.69,0.79,fat,fat
3055,0.4,0.73,normal,normal
3056,0.59,0.74,fat,fat
3057,0.42,0.91,thin,thin
3058,0.6,0.81,normal,normal
3059,0.58,0.625,fat,fat
3060,0.8,0.625,fat,fat
3061,0.52,0.995,thin,thin
3062,0.39,0.725,normal,normal
3063,0.64,0.605,fat,fat
3064,0.35,0.64,normal,normal
3065,0.42,0.735,normal,normal
3066,0.78,0.91,normal,normal
3067,0.44,0.95,thin,thin
3068,0.78,0.765,fat,fat
3069,0.55,0.66,fat,fat
3070,0.5,0.855,thin,thin
3071,0.76,0.985,normal,normal
3072,0.78,0.76,fat,fat
3073,0.55,0.92,thin,thin
3074,0.69,0.81,fat,fat
3075,0.37,0.925,thin,thin
3076,0.64,0.885,normal,normal
3077,0.59,0.745,fat,fat
3078,0.42,0.96,thin,thin
3079,0.77,0.965,normal,normal
3080,0.71,0.955,normal,normal
3081,0.56,0.94,thin,thin
3082,0.6,0.965,thin,thin
3083,0.6,0.84,normal,normal
3084,0.47,0.825,thin,thin
3085,0.49,0.7,fat,normal
3086,0.72,0.77,fat,fat
3087,0.48,0.8,normal,normal
3088,0.68,0.775,fat,fat
3089,0.53,0.735,normal,normal
3090,0.7,0.88,normal,normal
3091,0.52,0.63,fat,fat
3092,0.36,0.85,thin,thin
3093,0.47,0.995,thin,thin
3094,0.66,0.845,normal,normal
3095,0.64,0.94,thin,thin
3096,0.63,0.725,fat,fat
3097,0.8,0.93,normal,normal
3098,0.68,0.9,normal,normal
3099,0.72,0.905,normal,normal
3100,0.59,0.925,thin,thin
3101,0.43,0.845,thin,thin
3102,0.53,0.815,normal,normal
3103,0.69,0.925,normal,normal
3104,0.41,0.905,thin,thin
3105,0.6,0.745,fat,fat
3106,0.49,0.91,thin,thin
3107,0.65,0.945,thin,thin
3108,0.76,0.605,fat,fat
3109,0.72,0.9,normal,normal
3110,0.41,0.83,thin,thin
3111,0.55,0.78,normal,normal
3112,0.69,0.63,fat,fat
3113,0.76,0.915,normal,normal
3114,0.54,0.955,thin,thin
3115,0.54,0.875,thin,thin
3116,0.71,0.64,fat,fat
3117,0.51,0.89,thin,thin
3118,0.75,0.665,fat,fat
3119,0.6,0.945,thin,thin
3120,0.6,0.755,fat,fat
3121,0.79,0.82,fat,fat
3122,0.7,0.77,fat,fat
3123,0.41,0.765,thin,thin
3124,0.68,0.95,normal,normal
3125,0.56,0.91,thin,thin
3126,0.7,0.705,fat,fat
3127,0.39,0.89,thin,thin
3128,0.62,0.76,fat,fat
3129,0.5,0.845,thin,thin
3130,0.65,0.83,normal,normal
3131,0.78,0.93,normal,normal
3132,0.46,0.62,fat,fat
3133,0.49,0.705,normal,normal
3134,0.6,0.7,fat,fat
3135,0.76,0.72,fat,fat
3136,0.62,0.965,thin,thin
3137,0.56,0.775,normal,normal
3138,0.7,0.665,fat,fat
3139,0.53,0.88,thin,thin
3140,0.65,0.655,fat,fat
3141,0.61,0.6,fat,fat
3142,0.58,0.66,fat,fat
3143,0.39,0.945,thin,thin
3144,0.35,0.82,thin,thin
3145,0.53,0.925,thin,thin
3146,0.72,0.885,normal,normal
3147,0.54,0.8,normal,normal
3148,0.74,0.685,fat,fat
3149,0.64,0.945,thin,thin
3150,0.64,0.73,fat,fat
3151,0.52,0.66,fat,fat
3152,0.43,0.68,normal,normal
3153,0.49,0.875,thin,thin
3154,0.46,0.905,thin,thin
3155,0.69,0.71,fat,fat
3156,0.69,0.91,normal,normal
3157,0.51,0.9,thin,thin
3158,0.37,0.65,normal,normal
3159,0.38,0.635,normal,normal
3160,0.45,0.99,thin,thin
3161,0.43,0.695,normal,normal
3162,0.46,0.665,fat,fat
3163,0.53,0.735,normal,normal
3164,0.64,0.61,fat,fat
3165,0.37,0.985,thin,thin
3166,0.66,0.93,normal,normal
3167,0.51,0.9,thin,thin
3168,0.75,0.75,fat,fat
3169,0.63,0.795,normal,normal
3170,0.64,0.66,fat,fat
3171,0.76,0.92,normal,normal
3172,0.66,0.685,fat,fat
3173,0.37,0.85,thin,thin
3174,0.8,0.65,fat,fat
3175,0.35,0.915,thin,thin
3176,0.57,0.715,fat,fat
3177,0.66,0.935,normal,normal
3178,0.75,0.855,fat,fat
3179,0.58,0.875,normal,normal
3180,0.56,0.97,thin,thin
3181,0.59,0.67,fat,fat
3182,0.55,0.68,fat,fat
3183,0.61,0.695,fat,fat
3184,0.7,0.765,fat,fat
3185,0.51,0.75,normal,normal
3186,0.76,0.7,fat,fat
3187,0.4,0.84,thin,thin
3188,0.51,0.945,thin,thin
3189,0.8,0.895,normal,normal
3190,0.52,0.665,fat,fat
3191,0.7,0.635,fat,fat
3192,0.37,0.655,normal,normal
3193,0.72,0.835,fat,fat
3194,0.47,0.805,thin,thin
3195,0.7,0.985,thin,thin
3196,0.8,0.975,normal,normal
3197,0.55,0.835,normal,normal
3198,0.74,0.785,fat,fat
3199,0.4,0.7,normal,normal
3200,0.45,0.87,thin,thin
3201,0.69,0.96,normal,normal
3202,0.73,0.695,fat,fat
3203,0.67,0.6,fat,fat
3204,0.58,0.765,normal,normal
3205,0.62,0.96,thin,thin
3206,0.73,0.64,fat,fat
3207,0.59,0.785,normal,normal
3208,0.53,0.645,fat,fat
3209,0.57,0.965,thin,thin
3210,0.49,0.82,thin,thin
3211,0.46,0.83,thin,thin
3212,0.74,0.85,fat,fat
3213,0.51,0.795,normal,normal
3214,0.44,0.91,thin,thin
3215,0.64,0.865,normal,normal
3216,0.37,0.98,thin,thin
3217,0.55,0.73,fat,fat
3218,0.76,0.625,fat,fat
3219,0.55,0.665,fat,fat
3220,0.47,0.77,normal,normal
3221,0.61,0.885,normal,normal
3222,0.48,0.755,normal,normal
3223,0.36,0.69,normal,normal
3224,0.4,0.825,thin,thin
3225,0.36,0.62,normal,normal
3226,0.61,0.94,thin,thin
3227,0.36,0.715,thin,thin
3228,0.72,0.775,fat,fat
3229,0.41,0.905,thin,thin
3230,0.8,0.78,fat,fat
3231,0.77,0.85,fat,fat
3232,0.67,0.65,fat,fat
3233,0.75,0.63,fat,fat
3234,0.59,0.85,normal,normal
3235,0.76,0.855,fat,fat
3236,0.41,0.995,thin,thin
3237,0.36,0.745,thin,thin
3238,0.39,0.84,thin,thin
3239,0.38,0.97,thin,thin
3240,0.72,0.985,normal,normal
3241,0.78,0.87,fat,fat
3242,0.73,0.85,fat,fat
3243,0.39,0.755,thin,thin
3244,0.49,0.845,thin,thin
3245,0.69,0.995,thin,thin
3246,0.5,0.82,normal,thin
3247,0.5,0.935,thin,thin
3248,0.46,0.77,normal,normal
3249,0.49,0.9,thin,thin
3250,0.59,0.655,fat,fat
3251,0.45,0.625,fat,fat
3252,0.77,0.955,normal,normal
3253,0.7,0.655,fat,fat
3254,0.54,0.77,normal,normal
3255,0.38,0.94,thin,thin
3256,0.47,0.675,fat,fat
3257,0.79,0.97,normal,normal
3258,0.54,0.835,normal,normal
3259,0.42,0.795,thin,thin
3260,0.43,0.79,thin,thin
3261,0.38,0.865,thin,thin
3262,0.61,0.645,fat,fat
3263,0.68,0.65,fat,fat
3264,0.8,1.0,normal,normal
3265,0.79,0.885,fat,fat
3266,0.69,0.89,normal,normal
3267,0.35,0.645,normal,normal
3268,0.53,0.76,normal,normal
3269,0.51,0.79,normal,normal
3270,0.47,0.615,fat,fat
3271,0.74,0.76,fat,fat
3272,0.46,0.84,thin,thin
3273,0.46,0.685,normal,normal
3274,0.41,0.76,thin,thin
3275,0.58,0.845,normal,normal
3276,0.77,0.715,fat,fat
3277,0.63,0.67,fat,fat
3278,0.76,0.855,fat,fat
3279,0.69,0.615,fat,fat
3280,0.76,0.65,fat,fat
3281,0.61,0.98,thin,thin
3282,0.64,0.96,thin,thin
3283,0.45,0.805,thin,thin
3284,0.48,0.7,normal,normal
3285,0.5,0.6,fat,fat
3286,0.76,0.63,fat,fat
3287,0.71,0.78,fat,fat
3288,0.48,0.825,thin,thin
3289,0.65,0.835,normal,normal
3290,0.42,0.98,thin,thin
3291,0.49,0.76,normal,normal
3292,0.48,0.855,thin,thin
3293,0.36,0.87,thin,thin
3294,0.59,0.855,normal,normal
3295,0.78,0.79,fat,fat
3296,0.73,0.92,normal,normal
3297,0.59,0.68,fat,fat
3298,0.49,1.0,thin,thin
3299,0.69,0.77,fat,fat
3300,0.47,0.645,fat,fat
3301,0.47,0.995,thin,thin
3302,0.39,0.955,thin,thin
3303,0.58,0.75,fat,fat
3304,0.61,0.78,fat,normal
3305,0.54,0.65,fat,fat
3306,0.63,0.93,thin,thin
3307,0.72,0.66,fat,fat
3308,0.66,0.615,fat,fat
3309,0.46,0.645,fat,fat
3310,0.54,0.925,thin,thin
3311,0.8,0.635,fat,fat
3312,0.36,0.93,thin,thin
3313,0.43,0.625,fat,fat
3314,0.67,0.62,fat,fat
3315,0.56,0.885,thin,thin
3316,0.71,0.89,normal,normal
3317,0.53,0.715,fat,fat
3318,0.5,0.985,thin,thin
3319,0.48,0.73,normal,normal
3320,0.72,0.93,normal,normal
3321,0.58,0.81,normal,normal
3322,0.49,0.695,fat,fat
3323,0.51,0.93,thin,thin
3324,0.63,0.855,normal,normal
3325,0.79,0.77,fat,fat
3326,0.35,0.795,thin,thin
3327,0.39,0.67,normal,normal
3328,0.57,0.69,fat,fat
3329,0.52,0.745,normal,normal
3330,0.7,0.665,fat,fat
3331,0.64,0.745,fat,fat
3332,0.66,0.84,normal,normal
3333,0.38,0.7,normal,normal
3334,0.38,0.815,thin,thin
3335,0.47,0.75,normal,normal
3336,0.56,0.785,normal,normal
3337,0.45,0.99,thin,thin
3338,0.63,0.64,fat,fat
3339,0.69,0.605,fat,fat
3340,0.48,0.625,fat,fat
3341,0.53,0.92,thin,thin
3342,0.78,0.73,fat,fat
3343,0.57,0.815,normal,normal
3344,0.55,0.65,fat,fat
3345,0.45,0.75,normal,normal
3346,0.65,0.935,normal,normal
